,Frame,X,Y,Z
414,207,0.01518527,-0.012026168,0.60144015
416,208,0.015176389,-0.012019812,0.60108842
418,209,0.015176389,-0.012019812,0.60108842
420,210,0.015176389,-0.012019812,0.60108842
422,211,0.015176389,-0.012019812,0.60108842
424,212,0.015176389,-0.012019812,0.60108842
426,213,0.015176389,-0.012019812,0.60108842
428,214,0.015176389,-0.012019812,0.60108842
430,215,0.015176389,-0.012019812,0.60108842
432,216,0.015176389,-0.012019812,0.60108842
434,217,0.015176389,-0.012019812,0.60108842
436,218,0.015176509,-0.012178497,0.60108519
438,219,0.015176509,-0.012178497,0.60108519
440,220,0.015176268,-0.012329815,0.60108389
442,221,0.015475709,-0.012326918,0.60093374
444,222,0.015475709,-0.012326918,0.60093374
446,223,0.015475709,-0.012326918,0.60093374
448,224,0.015475709,-0.012326918,0.60093374
450,225,0.015475709,-0.012326918,0.60093374
452,226,0.015475709,-0.012326918,0.60093374
454,227,0.015475709,-0.012326918,0.60093374
456,228,0.015475709,-0.012326918,0.60093374
458,229,0.015475709,-0.012326918,0.60093374
460,230,0.015466662,-0.012320435,0.60058247
462,231,0.015466662,-0.012320435,0.60058247
464,232,0.015466662,-0.012320435,0.60058247
466,233,0.015466662,-0.012320435,0.60058247
468,234,0.015466662,-0.012320435,0.60058247
470,235,0.015466662,-0.012320435,0.60058247
472,236,0.015466662,-0.012320435,0.60058247
474,237,0.015466662,-0.012320435,0.60058247
476,238,0.015466662,-0.012320435,0.60058247
478,239,0.015466662,-0.012320435,0.60058247
480,240,0.015466662,-0.012320435,0.60058247
482,241,0.015466662,-0.012320435,0.60058247
484,242,0.015466662,-0.012320435,0.60058247
486,243,0.01546674,-0.012478992,0.6005792
488,244,0.015466544,-0.012630182,0.60057795
490,245,0.015466544,-0.012630182,0.60057795
492,246,0.015466544,-0.012630182,0.60057795
494,247,0.015466544,-0.012630182,0.60057795
496,248,0.015466544,-0.012630182,0.60057795
498,249,0.015466544,-0.012630182,0.60057795
500,250,0.015466544,-0.012630182,0.60057795
502,251,0.015466544,-0.012630182,0.60057795
504,252,0.015457502,-0.012623567,0.60022687
506,253,0.015457502,-0.012623567,0.60022687
508,254,0.015457502,-0.012623567,0.60022687
510,255,0.015457502,-0.012623567,0.60022687
512,256,0.015457502,-0.012623567,0.60022687
514,257,0.015457502,-0.012623567,0.60022687
516,258,0.015457502,-0.012623567,0.60022687
518,259,0.015457502,-0.012623567,0.60022687
520,260,0.015457502,-0.012623567,0.60022687
522,261,0.015457502,-0.012623567,0.60022687
524,262,0.015457502,-0.012623567,0.60022687
526,263,0.015457502,-0.012623567,0.60022687
528,264,0.015457502,-0.012623567,0.60022687
530,265,0.01545754,-0.012782078,0.60022357
532,266,0.01545754,-0.012782078,0.60022357
534,267,0.01545754,-0.012782078,0.60022357
536,268,0.01545754,-0.012782078,0.60022357
538,269,0.01545754,-0.012782078,0.60022357
540,270,0.015457388,-0.012933176,0.60022236
542,271,0.015457388,-0.012933176,0.60022236
544,272,0.015457388,-0.012933176,0.60022236
546,273,0.015457388,-0.012933176,0.60022236
548,274,0.015457388,-0.012933176,0.60022236
550,275,0.015457388,-0.012933176,0.60022236
552,276,0.015448351,-0.012926429,0.59987147
554,277,0.015448351,-0.012926429,0.59987147
556,278,0.015448351,-0.012926429,0.59987147
558,279,0.015448351,-0.012926429,0.59987147
560,280,0.015448351,-0.012926429,0.59987147
562,281,0.015448351,-0.012926429,0.59987147
564,282,0.015448351,-0.012926429,0.59987147
566,283,0.015448351,-0.012926429,0.59987147
568,284,0.015448351,-0.012926429,0.59987147
570,285,0.015448351,-0.012926429,0.59987147
572,286,0.015448351,-0.012926429,0.59987147
574,287,0.015448351,-0.012926429,0.59987147
576,288,0.015448351,-0.012926429,0.59987147
578,289,0.015448351,-0.012926429,0.59987147
580,290,0.015448349,-0.013084893,0.59986814
582,291,0.015448349,-0.013084893,0.59986814
584,292,0.015448349,-0.013084893,0.59986814
586,293,0.015448349,-0.013084893,0.59986814
588,294,0.015448349,-0.013084893,0.59986814
590,295,0.015448349,-0.013084893,0.59986814
592,296,0.015448242,-0.0132359,0.59986697
594,297,0.015448242,-0.0132359,0.59986697
596,298,0.01543921,-0.013229021,0.59951627
598,299,0.01543921,-0.013229021,0.59951627
600,300,0.01543921,-0.013229021,0.59951627
602,301,0.01543921,-0.013229021,0.59951627
604,302,0.01543921,-0.013229021,0.59951627
606,303,0.01543921,-0.013229021,0.59951627
608,304,0.01543921,-0.013229021,0.59951627
610,305,0.01543921,-0.013229021,0.59951627
612,306,0.01543921,-0.013229021,0.59951627
614,307,0.01543921,-0.013229021,0.59951627
616,308,0.01543921,-0.013229021,0.59951627
618,309,0.01543921,-0.013229021,0.59951627
620,310,0.01543921,-0.013229021,0.59951627
622,311,0.01543921,-0.013229021,0.59951627
624,312,0.01543921,-0.013229021,0.59951627
626,313,0.01543921,-0.013229021,0.59951627
628,314,0.015439168,-0.013387438,0.5995129
630,315,0.015439168,-0.013387438,0.5995129
632,316,0.015439168,-0.013387438,0.5995129
634,317,0.015439168,-0.013387438,0.5995129
636,318,0.015430141,-0.013380518,0.59916239
638,319,0.015430141,-0.013380518,0.59916239
640,320,0.015430141,-0.013380518,0.59916239
642,321,0.015430141,-0.013380518,0.59916239
644,322,0.015430141,-0.013380518,0.59916239
646,323,0.015728574,-0.013377221,0.59901367
648,324,0.015728574,-0.013377221,0.59901367
650,325,0.015728511,-0.013528009,0.59901255
652,326,0.015728511,-0.013528009,0.59901255
654,327,0.015728511,-0.013528009,0.59901255
656,328,0.015728511,-0.013528009,0.59901255
658,329,0.015728511,-0.013528009,0.59901255
660,330,0.015728511,-0.013528009,0.59901255
662,331,0.015728511,-0.013528009,0.59901255
664,332,0.015728511,-0.013528009,0.59901255
666,333,0.015728511,-0.013528009,0.59901255
668,334,0.015728511,-0.013528009,0.59901255
670,335,0.015728511,-0.013528009,0.59901255
672,336,0.015728511,-0.013528009,0.59901255
674,337,0.015728511,-0.013528009,0.59901255
676,338,0.015728511,-0.013528009,0.59901255
678,339,0.015728427,-0.013686299,0.59900914
680,340,0.015728427,-0.013686299,0.59900914
682,341,0.015728427,-0.013686299,0.59900914
684,342,0.015728427,-0.013686299,0.59900914
686,343,0.015728427,-0.013686299,0.59900914
688,344,0.015728427,-0.013686299,0.59900914
690,345,0.015728427,-0.013686299,0.59900914
692,346,0.015728427,-0.013686299,0.59900914
694,347,0.015719235,-0.013679253,0.59865909
696,348,0.015719235,-0.013679253,0.59865909
698,349,0.015719235,-0.013679253,0.59865909
700,350,0.015719235,-0.013679253,0.59865909
702,351,0.015719217,-0.01382995,0.59865801
704,352,0.015719217,-0.01382995,0.59865801
706,353,0.015719217,-0.01382995,0.59865801
708,354,0.015719217,-0.01382995,0.59865801
710,355,0.015719217,-0.01382995,0.59865801
712,356,0.015719217,-0.01382995,0.59865801
714,357,0.015719217,-0.01382995,0.59865801
716,358,0.015719217,-0.01382995,0.59865801
718,359,0.015719217,-0.01382995,0.59865801
720,360,0.015719217,-0.01382995,0.59865801
722,361,0.015719217,-0.01382995,0.59865801
724,362,0.015719217,-0.01382995,0.59865801
726,363,0.015719217,-0.01382995,0.59865801
728,364,0.015719093,-0.013988194,0.59865457
730,365,0.015719093,-0.013988194,0.59865457
732,366,0.015719093,-0.013988194,0.59865457
734,367,0.015719093,-0.013988194,0.59865457
736,368,0.015719093,-0.013988194,0.59865457
738,369,0.015719093,-0.013988194,0.59865457
740,370,0.015719093,-0.013988194,0.59865457
742,371,0.015719093,-0.013988194,0.59865457
744,372,0.015709907,-0.013981016,0.59830471
746,373,0.015709907,-0.013981016,0.59830471
748,374,0.015709933,-0.014131622,0.59830367
750,375,0.015709933,-0.014131622,0.59830367
752,376,0.015709933,-0.014131622,0.59830367
754,377,0.015709933,-0.014131622,0.59830367
756,378,0.015709933,-0.014131622,0.59830367
758,379,0.015709933,-0.014131622,0.59830367
760,380,0.015709933,-0.014131622,0.59830367
762,381,0.015709933,-0.014131622,0.59830367
764,382,0.015709933,-0.014131622,0.59830367
766,383,0.015709933,-0.014131622,0.59830367
768,384,0.015709933,-0.014131622,0.59830367
770,385,0.015709933,-0.014131622,0.59830367
772,386,0.015709933,-0.014131622,0.59830367
774,387,0.015709933,-0.014131622,0.59830367
776,388,0.015709933,-0.014131622,0.59830367
778,389,0.015709769,-0.014289818,0.59830019
780,390,0.015709769,-0.014289818,0.59830019
782,391,0.015709769,-0.014289818,0.59830019
784,392,0.015709769,-0.014289818,0.59830019
786,393,0.015709769,-0.014289818,0.59830019
788,394,0.015709769,-0.014289818,0.59830019
790,395,0.015709769,-0.014289818,0.59830019
792,396,0.015709769,-0.014289818,0.59830019
794,397,0.015709769,-0.014289818,0.59830019
796,398,0.015700588,-0.014282509,0.59795052
798,399,0.015700588,-0.014282509,0.59795052
800,400,0.015700659,-0.014433023,0.59794952
802,401,0.015700659,-0.014433023,0.59794952
804,402,0.015700659,-0.014433023,0.59794952
806,403,0.015700659,-0.014433023,0.59794952
808,404,0.015700659,-0.014433023,0.59794952
810,405,0.015700659,-0.014433023,0.59794952
812,406,0.015700659,-0.014433023,0.59794952
814,407,0.015700659,-0.014433023,0.59794952
816,408,0.015700659,-0.014433023,0.59794952
818,409,0.015700659,-0.014433023,0.59794952
820,410,0.015700659,-0.014433023,0.59794952
822,411,0.015700659,-0.014433023,0.59794952
824,412,0.015700659,-0.014433023,0.59794952
826,413,0.015700659,-0.014433023,0.59794952
828,414,0.015700659,-0.014433023,0.59794952
830,415,0.015700455,-0.014591173,0.59794601
832,416,0.015700455,-0.014591173,0.59794601
834,417,0.015700455,-0.014591173,0.59794601
836,418,0.015700455,-0.014591173,0.59794601
838,419,0.015700455,-0.014591173,0.59794601
840,420,0.015700455,-0.014591173,0.59794601
842,421,0.015700455,-0.014591173,0.59794601
844,422,0.015700455,-0.014591173,0.59794601
846,423,0.015700455,-0.014591173,0.59794601
848,424,0.015691279,-0.014583733,0.59759653
850,425,0.015691279,-0.014583733,0.59759653
852,426,0.015988992,-0.014730387,0.59744802
854,427,0.015988992,-0.014730387,0.59744802
856,428,0.015988992,-0.014730387,0.59744802
858,429,0.015988992,-0.014730387,0.59744802
860,430,0.015988992,-0.014730387,0.59744802
862,431,0.015988992,-0.014730387,0.59744802
864,432,0.015988992,-0.014730387,0.59744802
866,433,0.015988992,-0.014730387,0.59744802
868,434,0.015988992,-0.014730387,0.59744802
870,435,0.015988992,-0.014730387,0.59744802
872,436,0.015988992,-0.014730387,0.59744802
874,437,0.015988992,-0.014730387,0.59744802
876,438,0.015988992,-0.014730387,0.59744802
878,439,0.015988992,-0.014730387,0.59744802
880,440,0.015988992,-0.014730387,0.59744802
882,441,0.015988747,-0.01488841,0.59744447
884,442,0.015988747,-0.01488841,0.59744447
886,443,0.015988747,-0.01488841,0.59744447
888,444,0.015988747,-0.01488841,0.59744447
890,445,0.015988747,-0.01488841,0.59744447
892,446,0.015988747,-0.01488841,0.59744447
894,447,0.015988747,-0.01488841,0.59744447
896,448,0.015988747,-0.01488841,0.59744447
898,449,0.015988747,-0.01488841,0.59744447
900,450,0.015988747,-0.01488841,0.59744447
902,451,0.015988747,-0.01488841,0.59744447
904,452,0.015979407,-0.014880845,0.59709544
906,453,0.015979407,-0.014880845,0.59709544
908,454,0.015979407,-0.014880845,0.59709544
910,455,0.015979407,-0.014880845,0.59709544
912,456,0.015979566,-0.015031141,0.59709453
914,457,0.015979566,-0.015031141,0.59709453
916,458,0.015979566,-0.015031141,0.59709453
918,459,0.015979566,-0.015031141,0.59709453
920,460,0.015979566,-0.015031141,0.59709453
922,461,0.015979566,-0.015031141,0.59709453
924,462,0.015979566,-0.015031141,0.59709453
926,463,0.015979566,-0.015031141,0.59709453
928,464,0.015979566,-0.015031141,0.59709453
930,465,0.015979566,-0.015031141,0.59709453
932,466,0.015979566,-0.015031141,0.59709453
934,467,0.015979281,-0.015189118,0.59709096
936,468,0.015979281,-0.015189118,0.59709096
938,469,0.015979281,-0.015189118,0.59709096
940,470,0.015979281,-0.015189118,0.59709096
942,471,0.015979281,-0.015189118,0.59709096
944,472,0.015979281,-0.015189118,0.59709096
946,473,0.015979281,-0.015189118,0.59709096
948,474,0.015979281,-0.015189118,0.59709096
950,475,0.015979281,-0.015189118,0.59709096
952,476,0.015979281,-0.015189118,0.59709096
954,477,0.015979281,-0.015189118,0.59709096
956,478,0.015969947,-0.015181422,0.59674211
958,479,0.015970151,-0.015331627,0.59674125
960,480,0.015970151,-0.015331627,0.59674125
962,481,0.015970151,-0.015331627,0.59674125
964,482,0.015970151,-0.015331627,0.59674125
966,483,0.015970151,-0.015331627,0.59674125
968,484,0.015970151,-0.015331627,0.59674125
970,485,0.015970151,-0.015331627,0.59674125
972,486,0.015970151,-0.015331627,0.59674125
974,487,0.015970151,-0.015331627,0.59674125
976,488,0.015970151,-0.015331627,0.59674125
978,489,0.015970151,-0.015331627,0.59674125
980,490,0.015970151,-0.015331627,0.59674125
982,491,0.015970151,-0.015331627,0.59674125
984,492,0.015970151,-0.015331627,0.59674125
986,493,0.015969826,-0.015489556,0.59673763
988,494,0.015969826,-0.015489556,0.59673763
990,495,0.015969826,-0.015489556,0.59673763
992,496,0.015969826,-0.015489556,0.59673763
994,497,0.015969826,-0.015489556,0.59673763
996,498,0.015969826,-0.015489556,0.59673763
998,499,0.015969826,-0.015489556,0.59673763
1000,500,0.015969826,-0.015489556,0.59673763
1002,501,0.015969826,-0.015489556,0.59673763
1004,502,0.015969826,-0.015489556,0.59673763
1006,503,0.015969826,-0.015489556,0.59673763
1008,504,0.015969826,-0.015489556,0.59673763
1010,505,0.015969826,-0.015489556,0.59673763
1012,506,0.015969826,-0.015489556,0.59673763
1014,507,0.015969826,-0.015489556,0.59673763
1016,508,0.015960497,-0.015481729,0.59638898
1018,509,0.015960497,-0.015481729,0.59638898
1020,510,0.015960497,-0.015481729,0.59638898
1022,511,0.015960497,-0.015481729,0.59638898
1024,512,0.015960745,-0.015631843,0.59638816
1026,513,0.015960745,-0.015631843,0.59638816
1028,514,0.015960745,-0.015631843,0.59638816
1030,515,0.015960745,-0.015631843,0.59638816
1032,516,0.015960745,-0.015631843,0.59638816
1034,517,0.015960745,-0.015631843,0.59638816
1036,518,0.015960745,-0.015631843,0.59638816
1038,519,0.015960745,-0.015631843,0.59638816
1040,520,0.015960381,-0.015789726,0.59638451
1042,521,0.015960381,-0.015789726,0.59638451
1044,522,0.015960381,-0.015789726,0.59638451
1046,523,0.015960381,-0.015789726,0.59638451
1048,524,0.015960381,-0.015789726,0.59638451
1050,525,0.015960381,-0.015789726,0.59638451
1052,526,0.015960381,-0.015789726,0.59638451
1054,527,0.015960381,-0.015789726,0.59638451
1056,528,0.015960381,-0.015789726,0.59638451
1058,529,0.015960381,-0.015789726,0.59638451
1060,530,0.016257317,-0.015785555,0.59623783
1062,531,0.016257317,-0.015785555,0.59623783
1064,532,0.016257317,-0.015785555,0.59623783
1066,533,0.016257317,-0.015785555,0.59623783
1068,534,0.016247825,-0.015777605,0.59588963
1070,535,0.016247825,-0.015777605,0.59588963
1072,536,0.016247825,-0.015777605,0.59588963
1074,537,0.016247825,-0.015777605,0.59588963
1076,538,0.016247825,-0.015777605,0.59588963
1078,539,0.016247825,-0.015777605,0.59588963
1080,540,0.016248117,-0.015927593,0.59588885
1082,541,0.016248117,-0.015927593,0.59588885
1084,542,0.016248117,-0.015927593,0.59588885
1086,543,0.016248117,-0.015927593,0.59588885
1088,544,0.016248117,-0.015927593,0.59588885
1090,545,0.016248117,-0.015927593,0.59588885
1092,546,0.016248117,-0.015927593,0.59588885
1094,547,0.016248117,-0.015927593,0.59588885
1096,548,0.016247711,-0.016085349,0.59588517
1098,549,0.016247711,-0.016085349,0.59588517
1100,550,0.016247711,-0.016085349,0.59588517
1102,551,0.016247711,-0.016085349,0.59588517
1104,552,0.016247711,-0.016085349,0.59588517
1106,553,0.016247711,-0.016085349,0.59588517
1108,554,0.016247711,-0.016085349,0.59588517
1110,555,0.016247711,-0.016085349,0.59588517
1112,556,0.016247711,-0.016085349,0.59588517
1114,557,0.016247711,-0.016085349,0.59588517
1116,558,0.016247711,-0.016085349,0.59588517
1118,559,0.016247711,-0.016085349,0.59588517
1120,560,0.016247711,-0.016085349,0.59588517
1122,561,0.016247711,-0.016085349,0.59588517
1124,562,0.016247711,-0.016085349,0.59588517
1126,563,0.016238225,-0.016077267,0.59553716
1128,564,0.016238225,-0.016077267,0.59553716
1130,565,0.016238225,-0.016077267,0.59553716
1132,566,0.016238225,-0.016077267,0.59553716
1134,567,0.016238225,-0.016077267,0.59553716
1136,568,0.016238561,-0.016227164,0.59553642
1138,569,0.016238561,-0.016227164,0.59553642
1140,570,0.016238561,-0.016227164,0.59553642
1142,571,0.016238561,-0.016227164,0.59553642
1144,572,0.016238561,-0.016227164,0.59553642
1146,573,0.016238561,-0.016227164,0.59553642
1148,574,0.016238561,-0.016227164,0.59553642
1150,575,0.016238116,-0.016384874,0.5955327
1152,576,0.016238116,-0.016384874,0.5955327
1154,577,0.016238116,-0.016384874,0.5955327
1156,578,0.016238116,-0.016384874,0.5955327
1158,579,0.016238116,-0.016384874,0.5955327
1160,580,0.016238116,-0.016384874,0.5955327
1162,581,0.016238116,-0.016384874,0.5955327
1164,582,0.016238116,-0.016384874,0.5955327
1166,583,0.016238116,-0.016384874,0.5955327
1168,584,0.016238116,-0.016384874,0.5955327
1170,585,0.016238116,-0.016384874,0.5955327
1172,586,0.016238116,-0.016384874,0.5955327
1174,587,0.016238116,-0.016384874,0.5955327
1176,588,0.016238116,-0.016384874,0.5955327
1178,589,0.016238116,-0.016384874,0.5955327
1180,590,0.016238116,-0.016384874,0.5955327
1182,591,0.016238116,-0.016384874,0.5955327
1184,592,0.016238116,-0.016384874,0.5955327
1186,593,0.016228635,-0.016376662,0.59518488
1188,594,0.016228635,-0.016376662,0.59518488
1190,595,0.016228635,-0.016376662,0.59518488
1192,596,0.016228635,-0.016376662,0.59518488
1194,597,0.016228635,-0.016376662,0.59518488
1196,598,0.016229015,-0.016526468,0.59518419
1198,599,0.016229015,-0.016526468,0.59518419
1200,600,0.016229015,-0.016526468,0.59518419
