Frame num,cyy,yy(vert),xx (horiz),Intensity
844,182,202,293,400
843,182,202,293,390
842,182,202,292,390
841,182,202,292,392
840,182,202,292,383
839,182,202,292,400
838,182,202,292,390
837,182,202,292,385
836,182,202,292,387
835,182,202,292,402
834,182,202,292,411
833,182,202,292,393
832,182,202,292,395
831,182,202,292,390
830,181,203,292,391
829,181,203,292,358
828,181,203,292,361
827,181,203,292,366
826,181,203,292,374
825,181,203,291,376
824,181,203,291,377
823,181,203,291,380
822,181,203,291,388
821,181,203,291,378
820,181,203,291,379
819,181,203,291,369
818,181,203,291,358
817,181,203,291,363
816,181,203,291,378
815,181,203,291,381
814,181,203,291,385
813,181,203,291,394
812,181,203,291,387
811,181,203,291,372
810,181,203,291,378
809,180,204,291,362
808,180,204,291,366
807,180,204,290,363
806,180,204,290,379
805,180,204,290,393
804,180,204,290,384
803,180,204,290,386
802,180,204,290,398
801,180,204,290,383
800,180,204,290,389
799,180,204,290,367
798,180,204,290,393
797,180,204,290,381
796,180,204,290,397
795,180,204,290,387
794,180,204,290,388
793,180,204,290,402
792,180,204,290,373
791,180,204,290,364
790,180,204,289,364
789,180,204,289,365
788,179,205,289,361
787,179,205,289,364
786,179,205,289,381
785,179,205,289,391
784,179,205,289,385
783,179,205,289,383
782,179,205,289,375
781,179,205,289,365
780,179,205,289,367
779,179,205,289,363
778,179,205,289,377
777,179,205,289,377
776,179,205,289,365
775,179,205,289,400
774,179,205,289,370
773,179,205,288,353
772,179,205,288,374
771,179,205,288,365
770,179,205,288,377
769,179,205,288,377
768,179,205,288,388
767,178,206,288,391
766,178,206,288,382
765,178,206,288,387
764,178,206,288,384
763,178,206,288,376
762,178,206,288,381
761,178,206,288,381
760,178,206,288,396
759,178,206,288,381
758,178,206,288,379
757,178,206,288,381
756,178,206,287,385
755,178,206,287,381
754,178,206,287,366
753,178,206,287,357
752,178,206,287,359
751,178,206,287,372
750,178,206,287,390
749,178,206,287,380
748,178,206,287,386
747,177,207,287,380
746,177,207,287,377
745,177,207,287,368
744,177,207,287,352
743,177,207,287,353
742,177,207,287,344
741,177,207,287,349
740,177,207,286,358
739,177,207,286,362
738,177,207,286,377
737,177,207,286,352
736,177,207,286,326
735,177,207,286,372
734,177,207,286,342
733,177,207,286,342
732,177,207,286,350
731,177,207,286,356
730,177,207,286,365
729,177,207,286,365
728,177,207,286,363
727,177,207,286,359
726,176,208,286,347
725,176,208,286,349
724,176,208,285,354
723,176,208,285,350
722,176,208,285,348
721,176,208,285,344
720,176,208,285,366
719,176,208,285,358
718,176,208,285,357
717,176,208,285,343
716,176,208,285,340
715,176,208,285,344
714,176,208,285,363
713,176,208,285,364
712,176,208,285,351
711,176,208,285,344
710,176,208,285,346
709,176,208,285,349
708,176,208,284,350
707,176,208,284,350
706,175,209,284,347
705,175,209,284,348
704,175,209,284,348
703,175,209,284,362
702,175,209,284,365
701,175,209,284,360
700,175,209,284,355
699,175,209,284,352
698,175,209,284,331
697,175,209,284,341
696,175,209,284,341
695,175,209,284,363
694,175,209,284,364
693,175,209,284,367
692,175,209,283,341
691,175,209,283,344
690,175,209,283,340
689,175,209,283,349
688,175,209,283,342
687,175,209,283,371
686,174,210,283,370
685,174,210,283,389
684,174,210,283,370
683,174,210,283,369
682,174,210,283,366
681,174,210,283,357
680,174,210,283,369
679,174,210,283,365
678,174,210,283,343
677,174,210,283,363
676,174,210,282,375
675,174,210,282,353
674,174,210,282,354
673,174,210,282,364
672,174,210,282,347
671,174,210,282,370
670,174,210,282,372
669,174,210,282,365
668,174,210,282,379
667,174,210,282,375
666,173,211,282,359
665,173,211,282,361
664,173,211,282,361
663,173,211,282,373
662,173,211,282,358
661,173,211,281,374
660,173,211,281,375
659,173,211,281,373
658,173,211,281,367
657,173,211,281,386
656,173,211,281,369
655,173,211,281,368
654,173,211,281,369
653,173,211,281,373
652,173,211,281,392
651,173,211,281,396
650,173,211,281,365
649,173,211,281,359
648,173,211,281,340
647,172,212,281,349
646,172,212,281,342
645,172,212,280,348
644,172,212,280,352
643,172,212,280,372
642,172,212,280,371
641,172,212,280,364
640,172,212,280,365
639,172,212,280,352
638,172,212,280,350
637,172,212,280,353
636,172,212,280,363
635,172,212,280,372
634,172,212,280,354
633,172,212,280,352
632,172,212,280,337
631,172,212,280,339
630,172,212,279,341
629,172,212,279,342
628,172,212,279,340
627,171,213,279,337
626,171,213,279,340
625,171,213,279,344
624,171,213,279,357
623,171,213,279,352
622,171,213,279,338
621,171,213,279,340
620,171,213,279,353
619,171,213,279,354
618,171,213,279,356
617,171,213,279,357
616,171,213,278,341
615,171,213,278,343
614,171,213,278,337
613,171,213,278,332
612,171,213,278,333
611,171,213,278,349
610,171,213,278,363
609,171,213,278,363
608,170,214,278,360
607,170,214,278,362
606,170,214,278,360
605,170,214,278,331
604,170,214,278,343
603,170,214,278,352
602,170,214,278,350
601,170,214,277,354
600,170,214,277,364
599,170,214,277,360
598,170,214,277,337
597,170,214,277,343
596,170,214,277,351
595,170,214,277,352
594,170,214,277,354
593,170,214,277,362
592,170,214,277,360
591,170,214,277,345
590,169,215,277,344
589,169,215,277,327
588,169,215,277,333
587,169,215,277,330
586,169,215,276,327
585,169,215,276,344
584,169,215,276,344
583,169,215,276,356
582,169,215,276,334
581,169,215,276,330
580,169,215,276,332
579,169,215,276,343
578,169,215,276,364
577,169,215,276,335
576,169,215,276,340
575,169,215,276,352
574,169,215,276,331
573,169,215,276,325
572,169,215,275,325
571,168,216,275,328
570,168,216,275,333
569,168,216,275,343
568,168,216,275,328
567,168,216,275,351
566,168,216,275,350
565,168,216,275,327
564,168,216,275,328
563,168,216,275,323
562,168,216,275,358
561,168,216,275,341
560,168,216,275,336
559,168,216,275,343
558,168,216,275,329
557,168,216,274,325
556,168,216,274,328
555,168,216,274,335
554,168,216,274,328
553,168,216,274,320
552,167,217,274,334
551,167,217,274,355
550,167,217,274,363
549,167,217,274,335
548,167,217,274,335
547,167,217,274,335
546,167,217,274,209
545,167,217,274,184
544,167,217,274,345
543,167,217,273,328
542,167,217,273,334
541,167,217,273,334
540,167,217,273,330
539,167,217,273,335
538,167,217,273,337
537,167,217,273,359
536,167,217,273,353
535,167,217,273,333
534,166,218,273,337
533,166,218,273,323
532,166,218,273,321
531,166,218,273,320
530,166,218,273,323
529,166,218,272,320
528,166,218,272,340
527,166,218,272,337
526,166,218,272,308
525,166,218,272,309
524,166,218,272,297
523,166,218,272,320
522,166,218,272,324
521,166,218,272,322
520,166,218,272,331
519,166,218,272,324
518,166,218,272,325
517,166,218,272,313
516,165,219,272,315
515,165,219,271,320
514,165,219,271,338
513,165,219,271,339
512,165,219,271,341
511,165,219,271,343
510,165,219,271,335
509,165,219,271,328
508,165,219,271,331
507,165,219,271,327
506,165,219,271,329
505,165,219,271,334
504,165,219,271,315
503,165,219,271,320
502,165,219,270,315
501,165,219,270,320
500,165,219,270,324
499,165,219,270,319
498,164,220,270,318
497,164,220,270,328
496,164,220,270,327
495,164,220,270,360
494,164,220,270,322
493,164,220,270,322
492,164,220,270,336
491,164,220,270,330
490,164,220,270,331
489,164,220,270,337
488,164,220,269,345
487,164,220,269,334
486,164,220,269,335
485,164,220,269,316
484,164,220,269,323
483,164,220,269,314
482,164,220,269,345
481,164,220,269,320
480,163,221,269,341
479,163,221,269,326
478,163,221,269,320
477,163,221,269,317
476,163,221,269,319
475,163,221,268,312
474,163,221,268,333
473,163,221,268,314
472,163,221,268,314
471,163,221,268,327
470,163,221,268,341
469,163,221,268,326
468,163,221,268,321
467,163,221,268,328
466,163,221,268,317
465,163,221,268,323
464,163,221,268,315
463,163,221,268,304
462,162,222,268,309
461,162,222,267,312
460,162,222,267,325
459,162,222,267,336
458,162,222,267,329
457,162,222,267,312
456,162,222,267,302
455,162,222,267,321
454,162,222,267,326
453,162,222,267,322
452,162,222,267,324
451,162,222,267,232
450,162,222,267,194
449,162,222,267,309
448,162,222,266,309
447,162,222,266,319
446,162,222,266,316
445,161,223,266,313
444,161,223,266,329
443,161,223,266,345
442,161,223,266,335
441,161,223,266,319
440,161,223,266,314
439,161,223,266,321
438,161,223,266,326
